TV Title,totaln,males_n,females_n,under_18_n,males_under_18_n,females_under_18_n,aged_18_to_29_n,males_aged_18_to_29_n,females_aged_18_to_29_n,aged_30_to_44_n,males_aged_30_to_44_n,females_aged_30_to_44_n,aged_45_n,males_aged_45_n,females_aged_45_n,imdb_staff_n,top_1000_voters_n,US_users_n,mean,males,females,under_18,males_under_18,females_under_18,aged_18_to_29,males_aged_18_to_29,females_aged_18_to_29,aged_30_to_44,males_aged_30_to_44,females_aged_30_to_44,aged_45,males_aged_45,females_aged_45,imdb_staff,top_1000_voters,US_users
Ed,4880,3156,1238,12,6,6,2005,1394,611,1830,1395,435,448,322,126,NA,125,1561,7,7.1,7,5.2,5.5,5.1,7.1,7.1,7,7.1,7.1,6.9,7.1,7.1,7,NA,5,6.7
ER,30911,16365,12099,191,80,111,14431,7735,6696,10608,6778,3830,2409,1438,971,2,320,7096,7.5,7.3,7.9,7.9,8.1,7.7,7.6,7.4,7.9,7.4,7.2,7.9,7.6,7.4,8.1,6,6.2,7.4
The Event,20317,15202,3534,204,146,58,8869,7304,1565,7415,6084,1331,1865,1440,425,1,201,4313,6.7,6.8,6.5,7.7,7.6,8,6.8,6.8,6.4,6.7,6.7,6.5,6.7,6.7,6.5,7,5.1,6.2
Fame,1305,674,450,9,2,7,147,66,81,602,370,232,323,221,102,NA,88,377,6.6,6.3,7.1,7.4,7,7.6,6.5,6.2,6.9,6.5,6.2,7.2,6.7,6.5,7.1,NA,6,6.5
Father Dowling Mysteries,751,408,254,1,1,NA,100,63,37,351,230,121,187,100,87,NA,67,296,6.7,6.5,7,10,10,NA,6.5,6.2,6.8,6.6,6.5,7.1,6.8,6.6,7,NA,6.7,6.9
Father Murphy,120,80,28,NA,NA,NA,8,5,3,51,35,16,44,36,8,NA,25,60,6.1,6.3,6.1,NA,NA,NA,4.8,7,2.3,6.5,6.1,7.6,6.3,6.4,4.7,NA,5.6,5.7
Fear Itself,2890,2033,689,18,8,10,1339,977,362,1072,845,227,234,177,57,NA,89,1140,6.8,6.8,7,7.1,7.7,6,7.2,7.1,7.5,6.5,6.6,6.3,6.6,6.5,7.3,NA,6.2,6.8
Flamingo Road,134,83,34,1,NA,1,7,5,2,42,32,10,64,43,21,NA,23,46,6.1,5.9,6.6,10,NA,10,9.2,10,8,5.4,5.3,6.2,6,6,6.2,NA,5.7,5.4
Freaks and Geeks,59106,36540,15900,1489,945,544,33841,23149,10692,13522,10206,3316,2118,1545,573,9,282,21525,8.9,8.9,9,8.3,7.9,9.1,9,9,9.1,8.8,8.8,8.8,8.4,8.5,8.2,8.2,6.8,9.1
Friday Night Lights,28381,18066,7347,261,147,114,13978,9966,4012,8261,6150,2111,1913,1268,645,2,174,11734,8.4,8.4,8.3,8.7,8.6,8.8,8.5,8.6,8.4,8.3,8.3,8.3,7.5,7.5,7.6,6,5.6,8.3
Heist,456,309,93,NA,NA,NA,142,115,27,184,148,36,67,45,22,NA,25,157,6.9,7,7,NA,NA,NA,7.5,7.4,7.9,7,7,7,6.3,6.3,6.1,NA,5.4,6.6
Hell Town,33,23,4,1,1,NA,4,4,NA,7,6,1,15,12,3,NA,4,18,6.8,6.2,6.8,1,1,NA,5.5,5.5,NA,5.4,7,1,6.8,6.7,8.7,NA,6.3,6.3
Heroes,151687,110676,32350,1875,1110,765,87135,66678,20457,45007,36626,8381,5815,4444,1371,8,391,32130,7.7,7.7,7.9,8.3,8.3,8.4,7.8,7.8,7.9,7.6,7.5,7.8,7.5,7.5,7.5,6.7,7.1,7.8
Highway to Heaven,1721,1091,413,10,5,5,176,113,63,921,706,215,344,242,102,NA,111,637,6.2,6.1,6.4,8.9,9.6,7.6,6.4,6.5,6.1,6.2,6.1,6.7,6.1,6,6.4,NA,5.7,6.4
Hill Street Blues,3087,2138,508,4,3,1,183,149,34,1155,963,192,1219,984,235,NA,170,1068,7.9,7.9,7.7,8.8,8.7,9,5.7,6.1,3.3,7.6,7.6,7.7,8.4,8.4,8.1,NA,6.5,7.9
Homicide: Life on the Street,6161,4055,1324,17,14,3,1452,1126,326,2651,2068,583,1104,770,334,NA,189,2252,8.2,8.4,8.2,6.5,6.4,9.3,7.6,7.7,7.1,8.5,8.5,8.5,8.7,8.7,8.7,NA,6.1,8.1
Hot Pursuit,20,8,5,NA,NA,NA,3,3,NA,5,3,2,5,2,3,NA,4,7,7.1,7.3,5.2,NA,NA,NA,8.3,8.3,NA,6.2,8.3,2,7.8,7.5,9.3,NA,4,8.3
Dog the Bounty Hunter,3198,1988,854,31,19,12,1380,978,402,1052,761,291,303,192,111,NA,81,1526,4.9,4.6,5.9,5.9,5.8,6.1,5.1,4.9,6.1,4.7,4.5,5.8,4.4,3.9,6.1,NA,4.1,5.1
I'll Fly Away,456,217,162,1,1,NA,42,27,15,157,87,70,166,96,70,1,33,231,7.3,7.8,7.8,8,8,NA,6.5,7.6,3.8,7.8,7.6,8.1,8.4,8.1,9.1,8,5.1,7.6
In the Heat of the Night,1365,801,395,4,3,1,186,121,65,559,390,169,402,270,132,NA,91,768,7,6.9,7.3,8.8,8.3,10,6.6,6.6,6.5,7,6.8,7.6,7,6.9,7.2,NA,6,7
Inconceivable,40,16,15,NA,NA,NA,10,5,5,11,5,6,10,6,4,NA,8,22,5.9,3.9,4.9,NA,NA,NA,2.8,1.9,6.7,6.3,5.8,6.9,4.2,5.1,7,NA,3.3,5.3
JAG,10308,6586,2558,60,34,26,3963,2812,1151,3537,2649,888,1319,939,380,1,210,2588,6.1,6.1,6.3,6.2,5.6,7.4,6,6,6.1,6,6,6.4,6.8,6.8,6.9,6,5.1,6.1
Journeyman,7376,5077,1563,14,9,5,2417,1913,504,3160,2470,690,887,625,262,NA,131,3146,7.6,7.8,7.4,6.4,5.6,7.4,7.3,7.5,6.8,7.8,7.8,7.7,8,7.9,8.1,NA,4.7,7.4
Kidnapped,2132,1208,642,10,3,7,665,423,242,780,538,242,355,226,129,NA,75,757,7.3,7.2,7.6,9.7,6.3,9.8,7.7,7.7,7.8,7.2,7,7.6,7.1,6.9,7.6,NA,6.3,7.2
Knight Rider,13836,10463,1856,108,89,19,4894,4202,692,6151,5285,866,879,699,180,1,289,2206,6.6,6.7,6,7.7,7.7,7.6,6.7,6.8,5.8,6.7,6.8,6.1,5.7,5.7,6,5,5.4,6.3
L.A. Law,1755,1099,413,3,2,1,118,93,25,791,580,211,550,403,147,NA,110,627,6.7,6.7,6.9,9,9,9,6.7,6.9,5.8,6.6,6.5,6.8,7,7,7.2,NA,6.3,7
Las Vegas,19244,13161,4240,227,124,103,10392,7881,2511,5240,4106,1134,1140,815,325,NA,205,3949,7.2,7.2,7.2,8,7.9,8.2,7.4,7.5,7.3,6.9,6.9,6.9,7,6.9,7.1,NA,5,6.9
LAX,272,164,71,1,1,NA,82,60,22,109,75,34,38,24,14,NA,30,84,5.8,6,5.9,5,5,NA,6.3,6.1,7.2,6,6.2,5.5,5.6,5.4,6,NA,4.9,5.8
Legmen,14,8,2,1,1,NA,NA,NA,NA,5,4,1,4,3,1,NA,5,3,6.7,6.3,8.5,2,2,NA,NA,NA,NA,5.9,6.5,8,8.3,8,9,NA,5.3,7.7
The Secret Life of the American Teenager,12738,3080,8349,710,94,616,8204,2036,6168,1719,709,1010,404,179,225,NA,110,5823,4.6,3.6,5.3,5.9,3.8,6.5,4.6,3.6,5.3,4.3,3.6,5.2,4.4,4.1,4.9,NA,3,4.4
Lipstick Jungle,5305,1342,3565,49,7,42,2890,636,2254,1549,544,1005,322,137,185,NA,83,1161,6,5.1,6.8,6.7,6.1,6.8,6.5,5.6,6.9,5.7,4.8,6.8,5.7,5.1,6.6,NA,4.4,5.8
The Listener,4429,2303,1778,120,35,85,2175,1180,995,1280,779,501,407,261,146,NA,76,729,6.4,6.2,7,7.5,7.8,7.4,6.7,6.4,7.1,6.3,6,6.9,6,5.7,6.6,NA,5.1,6.3
The Lyon's Den,118,61,39,1,NA,1,20,13,7,39,27,12,37,19,18,NA,18,43,6.3,6.5,5.8,6,NA,6,7.7,7.9,7,5.5,5.8,4.5,6.3,6.2,6.3,NA,6.1,6
Manimal,572,407,87,3,3,NA,55,47,8,337,281,56,85,67,18,NA,43,144,6.2,6.1,6.6,1,1,NA,6.8,6.5,9.6,6.2,6.2,6.6,5.6,5.4,6.6,NA,5.9,6
Matlock,2859,1805,720,19,14,5,734,536,198,1150,861,289,560,360,200,NA,128,1202,6.8,6.7,7.2,8.2,8.4,7.5,7.1,7,7.3,6.6,6.5,7.2,6.9,6.7,7.2,NA,6.2,7.1
Medical Investigation,678,348,250,5,2,3,275,157,118,231,135,96,75,47,28,NA,30,153,6.9,6.8,7.4,6.5,6,8,7.1,6.8,7.8,6.7,6.5,7.1,7.2,7.4,6.4,NA,5.8,7.4
Medium,16733,7792,7773,211,84,127,6710,2989,3721,6171,3438,2733,2036,1132,904,1,226,4121,6.6,6.2,7.2,7.2,6.9,7.4,6.5,6,7.1,6.5,6.3,7.2,7,6.7,7.5,10,5.3,6.5
Mercy,2007,803,1012,14,4,10,871,328,543,646,338,308,226,122,104,NA,56,806,6.6,6.3,7.2,6.4,6.5,7.6,7,6.5,7.5,6.6,6.3,7,6.4,6.2,7.1,NA,5.5,6.8
Merlin,39578,19495,15599,2185,896,1289,20655,11222,9433,8342,5260,3082,2525,1512,1013,NA,186,6641,7.6,7.2,8.3,8.7,8.2,9.1,7.8,7.4,8.3,7.2,6.9,8,7.4,7.2,8.1,NA,5.2,7.4
Miami Vice,11707,8729,1617,48,40,8,2773,2439,334,5574,4809,765,1636,1240,396,2,293,2965,7.3,7.3,6.8,7.6,7.6,8.1,7.3,7.4,6.1,7.3,7.3,6.8,7.1,7.1,7.2,7,6,7.1
Midnight Caller,583,360,148,NA,NA,NA,40,32,8,322,239,83,130,83,47,NA,29,129,7.6,7.5,8.1,NA,NA,NA,7.6,7.4,8.4,7.5,7.5,7.9,7.7,7.5,8.4,NA,6.8,7.7
Mister Sterling,109,67,24,NA,NA,NA,18,17,1,42,30,12,30,20,10,NA,11,61,6.7,6.8,7.7,NA,NA,NA,7.6,7.6,8,6.7,6.3,8.1,7,6.8,7.2,NA,5,7.5
My Own Worst Enemy,2678,1867,654,13,1,12,1047,799,248,1072,814,258,347,232,115,NA,89,1178,7,7,7.4,6.7,1,7.5,7.2,7.1,7.2,7.1,7,7.4,6.9,6.7,7.6,NA,5.5,7.1
Mysterious Ways,544,239,209,1,1,NA,218,116,102,139,77,62,81,45,36,NA,32,78,7.6,7.4,8.3,7,7,NA,8,7.7,8.8,7.2,7,7.8,7.4,7.2,7.9,NA,6.6,7.9
Nightingales,148,100,23,NA,NA,NA,7,7,NA,67,55,12,45,37,8,NA,10,17,6.8,7.2,6.1,NA,NA,NA,2.5,2.5,NA,8,8.4,5,7.5,7.5,8.4,NA,4,4.1
Our House,296,163,85,NA,NA,NA,24,19,5,158,99,59,57,40,17,NA,32,172,7,6.8,7,NA,NA,NA,4.4,5,1.8,7,6.8,7.5,7.2,7.2,7.1,NA,6.2,6.9
Outlaw,603,414,161,NA,NA,NA,191,148,43,226,167,59,143,92,51,NA,25,263,5.9,5.8,6.5,NA,NA,NA,5.9,5.9,6.3,5.9,5.7,6.7,5.9,5.8,6.4,NA,4.8,6.1
Persons Unknown,6147,4257,1431,62,44,18,2865,2187,678,2134,1608,526,531,366,165,NA,99,1527,6.4,6.4,6.6,7.4,7.1,8.6,6.4,6.4,6.5,6.5,6.4,6.6,6.5,6.4,7,NA,3.7,5.9
The Philanthropist,1269,816,387,4,3,1,527,385,142,467,315,152,180,104,76,NA,42,427,7.2,7.2,7.8,5.8,6,5,7.4,7.2,7.9,7.3,7.3,7.5,7.2,6.9,7.8,NA,5.6,7.3
The Powers of Matthew Star,144,95,32,1,1,NA,5,3,2,75,61,14,38,25,13,NA,19,70,6.8,6.6,7.1,1,1,NA,7.3,6,6.5,6.6,6.5,7.8,6.6,6.6,6.6,NA,7.1,6.8
The Pretender,10177,6199,2924,36,18,18,3955,2640,1315,3893,2751,1142,1010,674,336,2,193,2705,7.2,7.2,7.5,6.5,5.3,7.8,7.2,7.1,7.4,7.2,7.1,7.6,7.5,7.5,7.5,6.5,5.8,6.9
Profiler,1849,909,721,1,NA,1,460,239,221,851,496,355,266,158,108,NA,115,463,7,6.8,7.3,10,NA,10,7,6.9,7.2,7,6.8,7.5,6.9,6.7,7.4,NA,6,6.7
Providence,1054,370,568,NA,NA,NA,424,150,274,346,150,196,143,65,78,NA,55,306,6.3,5.9,6.7,NA,NA,NA,6.4,6.1,6.6,6.2,5.7,6.7,6.4,6,6.8,NA,5.6,6.1
Quantum Leap,15567,10502,3339,60,42,18,4297,3262,1035,7405,5837,1568,1682,1154,528,2,262,5056,7.9,7.9,8,8,8,8.3,7.8,7.9,7.6,8,8,8.1,7.7,7.6,8,8,6.5,7.9
Quarterlife,378,167,180,NA,NA,NA,170,71,99,141,75,66,26,20,6,NA,7,238,6,5.4,7.4,NA,NA,NA,6.9,5.9,8.2,5.6,5,7,4.9,5.1,4.4,NA,5,6.2
Raines,1738,1106,474,2,1,1,593,427,166,603,448,155,342,218,124,NA,58,897,7.5,7.6,7.6,10,10,10,7.9,7.9,7.7,7.3,7.3,7.4,7.7,7.7,7.6,NA,5.9,7.8
Remington Steele,3313,1995,937,12,8,4,561,354,207,1565,1120,445,722,473,249,NA,172,1168,7,6.9,7.4,8,8,7,6.6,6.6,6.7,7,6.8,7.6,7.1,7,7.4,NA,5.8,7.1
Riptide,885,636,143,1,NA,1,54,47,7,507,433,74,186,136,50,NA,62,287,6.5,6.4,6.8,1,NA,1,6,6.3,5.1,6.5,6.5,7,6.4,6.4,6.7,NA,6,6.5
Southland,15242,10280,3270,89,68,21,5818,4536,1282,5265,4084,1181,1748,1204,544,1,164,5545,8.1,8.1,8.1,8.4,8.4,8.3,8.1,8.1,8,8.1,8.1,8.1,8.3,8.1,8.7,9,5.6,7.9
St. Elsewhere,1614,965,427,2,1,1,118,86,32,493,362,131,733,499,234,NA,101,872,7.7,7.6,7.9,8.5,8,9,7.1,7.1,6.8,7.3,7.2,7.7,8,8,8.1,NA,6.7,7.9
Stingray,311,224,50,NA,NA,NA,27,20,7,142,121,21,99,79,20,NA,42,129,7,7.4,6.1,NA,NA,NA,4.1,4.6,2.7,7.8,7.8,7.3,7.5,7.6,7.2,NA,5.7,6.9
Studio 60 on the Sunset Strip,17659,11553,4444,48,27,21,7123,5242,1881,6659,4981,1678,1780,1154,626,5,195,6684,7.9,8,7.9,7.3,6.8,8.5,8.1,8.1,8,7.9,7.9,7.8,7.7,7.7,7.7,8.2,5.6,7.5
Surface,7149,5024,1410,46,29,17,2467,1908,559,2842,2293,549,944,721,223,1,179,2081,6.8,6.9,6.7,7.7,6.9,8.6,6.6,6.7,6.4,6.8,6.8,6.7,7.3,7.2,7.7,6,5.2,6.5
Third Watch,5846,3411,1770,36,22,14,2312,1528,784,2091,1421,670,580,358,222,1,142,1409,7.4,7.4,7.7,6.7,6.2,7.6,7.5,7.4,7.7,7.4,7.3,7.7,7.7,7.5,8.1,9,5.4,6.7
Trauma,1940,1108,707,23,8,15,787,483,304,708,433,275,253,169,84,NA,51,820,7.1,7,8,9.4,9.5,9.4,7.3,7,8,7.2,6.9,8.1,7,6.8,7.7,NA,5.1,7.3
Trinity,343,167,151,1,1,NA,148,54,94,109,68,41,51,42,9,NA,9,64,6.4,6.2,7,7,7,NA,7.4,7.1,7.6,6,5.7,6.9,6,6.1,5.8,NA,5.6,5.3
UC: Undercover,204,104,59,NA,NA,NA,60,38,22,74,53,21,26,11,15,NA,17,72,6.4,6,7.4,NA,NA,NA,7.5,7.4,7.7,5.7,5.3,6.9,5.1,4.6,6.4,NA,5.9,6.6
Undercovers,1629,1114,390,6,3,3,678,527,151,573,426,147,211,144,67,NA,49,630,5.4,5.4,6.1,8.4,8.7,9.7,5.8,5.7,6.3,5.4,5.2,6.1,5.1,5,5.4,NA,4.9,6.2
The West Wing,29281,19133,6596,162,108,54,9984,7415,2569,11078,8611,2467,3495,2462,1033,7,269,8899,8.5,8.5,8.5,9,8.8,9.2,8.5,8.5,8.3,8.5,8.5,8.5,8.5,8.5,8.6,9.2,6.5,8.4
Windfall,464,224,201,NA,NA,NA,147,88,59,204,101,103,67,34,33,NA,18,262,5.8,5.6,6.6,NA,NA,NA,6.4,6,7.4,5.5,5.1,6.6,5.9,6.2,5.4,NA,4.9,6.4
The Yellow Rose,95,43,36,NA,NA,NA,4,1,3,30,17,13,44,24,20,NA,11,44,8.2,7.5,8.2,NA,NA,NA,8.5,6,9.3,7.9,7.7,8.1,7.4,7,7.9,NA,6.5,8.6
American Gladiators,1155,902,180,10,7,3,574,492,82,408,345,63,63,47,16,NA,40,697,5.5,5.6,5.3,5.9,5.7,7,6,6,5.4,5.3,5.3,4.9,4.4,4.3,4.8,NA,5.2,5.6
America's Toughest Jobs,67,44,13,NA,NA,NA,18,13,5,33,27,6,5,4,1,NA,9,37,6,4.8,3.6,NA,NA,NA,5.1,6,1.3,4.3,4.1,7.4,4.8,4.5,5,NA,4.7,3.9
The Apprentice: Martha Stewart,136,76,28,NA,NA,NA,35,26,9,47,35,12,19,15,4,NA,24,56,3,2.6,4.2,NA,NA,NA,2.9,2.5,5,2.6,2.3,4,3.6,3.5,3.5,NA,3,3.6
The Baby Borrowers,159,34,101,2,NA,2,73,13,60,41,16,25,13,5,8,NA,10,113,5.9,5.3,6.8,8.5,NA,8.5,6.4,5.7,6.7,5.2,4.7,6.2,8.5,9.4,7.9,NA,3.9,6.2
Celebrity Circus,77,43,28,NA,NA,NA,39,21,18,19,13,6,8,6,2,NA,11,53,4.6,3.3,4.3,NA,NA,NA,3.6,3.1,4.3,3.1,3.1,3.5,3.7,4.3,4.5,NA,3.8,3.9
The Chopping Block,79,53,20,NA,NA,NA,21,17,4,36,29,7,14,6,8,NA,8,54,4.8,4.5,4.6,NA,NA,NA,4.7,5,4.5,4.1,4.4,2.5,4.3,2.4,6,NA,2.5,4.9
The Contender,505,380,44,4,4,NA,234,219,15,152,133,19,28,21,7,NA,36,138,6.7,6.9,5.9,8,8,NA,7.2,7.3,5.7,6.4,6.4,6.2,6,6.2,5.2,NA,5.3,6.4
Dog Eat Dog,252,154,64,6,3,3,95,61,34,75,55,20,34,32,2,NA,25,135,5,5,4.6,4.8,5.7,8.3,5.7,5.9,5.3,4.1,4.2,3.9,5.2,5.2,3.5,NA,3.7,5.3
Fear Factor,3460,2297,811,120,81,39,1802,1327,475,862,669,193,224,166,58,2,105,1305,5.2,5.2,5.2,6.2,6.4,6,5.6,5.6,5.7,4.8,4.9,4.5,4.4,4.3,4.4,1.5,4.1,5.1
Grease: You're the One That I Want!,204,86,89,NA,NA,NA,91,38,53,57,33,24,24,15,9,NA,12,129,4.5,3.7,5.6,NA,NA,NA,4.8,3.5,7,4,3.6,5.2,3.8,4.2,3,NA,3.1,4.8
"Hit Me, Baby, One More Time",18,11,4,1,1,NA,2,1,1,8,6,2,4,3,1,NA,2,12,7.3,7.2,6.8,10,10,NA,9,8,10,7.5,8.1,5.5,5,4.7,6,NA,8.5,6.8
Last Comic Standing,851,539,195,3,2,1,363,272,91,295,215,80,65,47,18,NA,48,483,5.6,5.7,5.5,5,4,7,6,6.1,5.6,5.6,5.6,5.8,5,5.1,4.6,NA,4.5,5.9
The Law Firm,23,11,7,NA,NA,NA,4,2,2,6,6,NA,6,3,3,NA,4,11,7,5.4,3.8,NA,NA,NA,8,6,10,4.9,4.9,NA,2.7,6.3,7,NA,4,4.2
The Marriage Ref,627,415,180,6,5,1,297,206,91,212,156,56,62,42,20,NA,30,343,5,4.8,6,8.3,8.3,8,5.4,5.1,6.7,4.5,4.4,5.3,5.2,4.9,6.2,NA,4.8,5.1
Meet My Folks,29,14,10,NA,NA,NA,8,4,4,11,7,4,4,3,1,NA,5,12,5.7,2.9,5.4,NA,NA,NA,3.8,1.5,8.8,2.9,3.2,7,6.8,7,6,NA,4.3,4.3
Momma's Boys,134,60,63,1,1,NA,67,29,38,40,23,17,11,5,6,NA,12,82,4,3.3,5.6,1,1,NA,4.7,3.9,6.3,3.4,2.8,4.8,4.4,3.9,6.6,NA,2.9,3.3
My Dad Is Better Than Your Dad,71,50,17,NA,NA,NA,32,20,12,27,24,3,7,6,1,NA,10,40,3.7,2.3,5.4,NA,NA,NA,3.5,2.1,6,2,2.1,1,4.4,3.9,5,NA,2.3,3.5
Nashville Star,124,69,42,NA,NA,NA,39,26,13,47,31,16,18,11,7,NA,11,82,3.3,2.5,4.7,NA,NA,NA,2,1.8,3,3.5,2.7,5.2,4.7,4.3,5.1,NA,2.5,4.1
Phenomenon,211,149,41,NA,NA,NA,90,70,20,76,64,12,20,13,7,NA,13,106,3.7,3.6,3.3,NA,NA,NA,3.5,3.6,3.1,3.6,3.6,6,3.1,2.8,3.7,NA,4.1,4.2
Race to the Altar,9,4,4,NA,NA,NA,4,2,2,2,1,1,1,1,NA,NA,2,3,6,6,7.3,NA,NA,NA,6.8,4.5,9,8.5,7,10,8,8,NA,NA,1,6.3
The Real Wedding Crashers,131,87,30,NA,NA,NA,52,40,12,51,43,8,10,4,6,NA,11,76,3.3,3,4.2,NA,NA,NA,4,3.5,5.4,2.9,2.6,5.9,2.5,2.3,2.3,NA,1.8,3.5
The Restaurant,108,51,32,NA,NA,NA,19,11,8,34,19,15,27,19,8,NA,9,56,6,6.1,5.9,NA,NA,NA,5.9,5.7,7.3,6.5,6.5,6.8,5.3,5.3,5.3,NA,6.8,6.3
School Pride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spy TV,40,26,5,NA,NA,NA,12,9,3,15,13,2,4,4,NA,NA,7,17,6.7,5.1,4.7,NA,NA,NA,5.7,5.6,9,4.4,4.4,4.5,8.3,8.3,NA,NA,5.7,5
Thank God You're Here,614,349,170,12,10,2,349,215,134,129,106,23,17,14,3,NA,14,58,7.6,7.6,8.4,8.4,8.3,9.5,8.1,7.9,8.7,7.2,7.2,7.2,7.1,7,9.7,NA,5.7,6.4
Three Wishes,34,19,9,NA,NA,NA,9,5,4,12,11,1,6,3,3,NA,2,19,7.6,6.1,4.9,NA,NA,NA,8.7,8.6,8.8,4.5,4.4,9,5.4,9.3,7,NA,7.5,6.8
Tommy Lee Goes to College,136,90,30,2,NA,2,50,40,10,51,40,11,13,8,5,NA,10,55,4.8,4.7,5.4,9.5,NA,9.5,4.1,4.1,3.9,5.1,5.1,5.1,4.5,4,5.6,NA,5.6,4.7
Treasure Hunters,147,93,44,1,NA,1,58,39,19,57,42,15,18,11,7,NA,8,93,6,6.9,4.3,3,NA,3,6.8,7.4,5.1,5.3,6.5,2.8,6.8,7.1,5.8,NA,6.5,7.1
Unsolved Mysteries,2124,1297,569,6,1,5,844,576,268,760,567,193,191,124,67,NA,109,1315,7.9,7.9,8,8,7,8.4,8.1,8.1,8,7.7,7.7,7.9,7.8,7.7,8,NA,6.1,7.9
Who Do You Think You Are?,561,210,304,4,2,2,157,61,96,191,83,108,141,59,82,NA,36,273,7.7,7.5,8.3,7.5,7,8,7.3,6.3,8.3,7.8,7.5,8.2,8.6,8.4,8.8,NA,6.3,8
Who Wants to Marry My Dad?,27,14,8,NA,NA,NA,7,4,3,8,5,3,6,5,1,NA,3,11,5.4,1.8,6.3,NA,NA,NA,3.5,2.8,9.3,1.8,1.8,6.3,1,1,10,NA,1,2.2
1 vs. 100,396,297,86,7,5,2,185,145,40,128,101,27,49,40,9,NA,25,283,6.2,6.2,6.5,7,7,7,6.4,6.4,6.7,6,6,5.8,6.2,6.3,4.5,NA,6,6.3
Amne$ia,33,24,5,NA,NA,NA,7,4,3,15,14,1,7,6,1,NA,2,21,4.5,3.3,5.2,NA,NA,NA,3.8,5.5,5.3,3.1,3.1,10,3.6,3.7,2,NA,2.5,3.6
Blockbusters,59,45,5,NA,NA,NA,12,12,NA,29,26,3,7,7,NA,NA,5,3,7.6,7.2,7.3,NA,NA,NA,8.1,8.1,NA,7.2,7.2,9,6.2,6.2,NA,NA,7.2,7.3
Celebrity Family Feud,63,33,19,NA,NA,NA,23,13,10,17,15,2,8,3,5,NA,10,38,5.6,4.8,5.7,NA,NA,NA,4.7,4.4,5.3,5,4.9,5.5,4.7,7.3,4.4,NA,5.1,4.8
Deal or No Deal,2137,1370,454,27,18,9,959,712,247,554,437,117,228,179,49,NA,76,1180,4.8,4.7,4.9,6.4,6.7,5.8,5.1,5,5.4,4.2,4.2,4,4.9,5,4.8,NA,4.7,5
Face the Ace,16,11,1,NA,NA,NA,4,4,NA,5,4,1,3,3,NA,NA,5,5,3.9,2.6,3,NA,NA,NA,3.5,3.5,NA,1.1,5.5,3,4,4,NA,NA,1.8,3.3
Hot Potato,15,11,1,NA,NA,NA,1,1,NA,6,5,1,5,5,NA,NA,5,12,7,7.2,10,NA,NA,NA,10,10,NA,7.4,7.3,10,7,7,NA,NA,5.6,7.2
I'm Telling!,26,9,12,NA,NA,NA,4,2,2,15,6,9,1,1,NA,NA,2,20,7.5,7.3,6.5,NA,NA,NA,4.8,4,5.5,8.1,8,8.1,10,10,NA,NA,7.5,6.3
Minute to Win It,619,403,142,28,16,12,282,206,76,161,127,34,51,45,6,NA,36,325,4.8,4.7,5.5,5.9,6.1,5.2,5.1,5.1,5.4,4.6,4.4,5.8,4,3.8,6.8,NA,4.2,5
Poker After Dark,358,302,23,NA,NA,NA,174,164,10,121,112,9,23,22,1,NA,19,138,7.1,7.4,5.1,NA,NA,NA,7.3,7.7,4,7.5,7.5,9.2,5.5,5.5,10,NA,3.7,6.4
Scattergories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Singing Bee,339,188,111,4,4,NA,153,87,66,90,66,24,40,27,13,NA,22,207,5.3,4.8,6.4,4.5,4.5,NA,5.3,5,5.8,4.4,4.2,7,6.2,5.6,7.6,NA,5.6,5.1
Super Password,73,44,18,1,1,NA,11,7,4,26,18,8,21,18,3,NA,19,50,7.7,6.9,6.7,6,6,NA,6.1,6.8,5.8,7.6,7.6,7.4,6.4,6.5,8,NA,6.8,6.8
The Weakest Link,464,300,90,8,5,3,196,149,47,128,108,20,44,34,10,NA,43,124,5.5,5.6,5.2,7,7.3,6.3,5.9,5.9,5.7,5.3,5.3,4.8,5.2,5.5,3.9,NA,5.2,5.3
Howie Do It,272,203,58,6,5,1,131,105,26,95,73,22,24,18,6,NA,15,126,3,2.7,4.2,7.2,7,9,3.4,3,5.5,2.4,2.1,4.1,3.4,3.3,3.5,NA,2.4,3.2
The Rerun Show,39,24,7,NA,NA,NA,8,5,3,17,14,3,6,5,1,NA,7,25,5.9,4.8,3.1,NA,NA,NA,3.7,4.3,5,4.6,4.6,7.3,7,7,10,NA,4.2,5.8
Law & Order: Special Victims Unit,34760,15807,15025,680,280,400,15931,7704,8227,9836,5602,4234,3009,1705,1304,3,282,14322,7.9,7.6,8.4,8.6,8.4,8.9,8.1,7.8,8.5,7.7,7.5,8.3,7.7,7.5,8.1,6.7,6.3,8.1
Parenthood,14509,5425,7474,206,70,136,6322,2434,3888,4405,2090,2315,1317,636,681,4,130,5877,7.5,7.2,8,8,7.5,8.3,7.6,7.2,8.1,7.6,7.3,8,7.1,6.8,7.8,6.5,4.6,7.5
